epoch,best_val_epoch,train_loss,val_loss,train_recon_loss_post,val_recon_loss_post,train_kl_post_prior,val_kl_post_prior,train_recon_loss_encoded,val_recon_loss_encoded,train_kl_encoded_prior,val_kl_encoded_prior,l2_penalty
1,1,0.6811664305409617,0.7106366322941757,0.6830161350105913,0.7112711379972941,1.0332000712567821,1.0964461011749707,0.6839128210131644,0.7121717251088631,1.071540474735889,1.1375791307841763,2784.7744140625
2,2,0.6365921954894525,0.6745973246519645,0.63039969055464,0.6689307840817282,1.1838731092521884,1.1591833538986278,0.630273925660483,0.6701351746417689,1.1847767018172939,1.1536755886944858,2725.26220703125
3,3,0.6308669581580938,0.669329611023077,0.6271874983510656,0.6652558822380868,1.2004300689833214,1.3089867282712289,0.6278488326452214,0.6654472025957975,1.1913988352898153,1.3076147325871663,2663.858154296875
4,4,0.6356755556814403,0.6674679788676176,0.6319315898344788,0.6632535742800771,1.11823863599668,1.2481160312178032,0.6329415769524913,0.6619412474084699,1.1223618655964949,1.2683994838495574,2601.578125
5,5,0.6270616094186374,0.6612517522852956,0.6233115918309481,0.655460210222947,1.0525117185852766,1.2519440303008522,0.6240382456643532,0.6561151166852011,1.0531624630642322,1.2758042492934962,2543.99755859375
6,5,0.629780737619894,0.6618400732295935,0.6232560095650534,0.6557378044539091,1.1779146889208274,1.2385226020402316,0.6238701996510996,0.6547128829089078,1.1800271884707947,1.2686505311984195,2483.819580078125
7,5,0.6306699162907146,0.6703657852975946,0.6282013726647944,0.668303871268861,0.9703870733607323,1.0859233486024957,0.6291235435261072,0.6688524122443495,0.9662496220841774,1.1007012485317067,2422.840087890625
8,5,0.6339171352792052,0.6666509509086609,0.630435296208424,0.6633414486378574,0.9410957945557211,1.0407787435933162,0.6322965946948622,0.663186645108547,0.9643177307396951,1.0795012934926593,2372.01025390625
9,5,0.6526915679977183,0.6834185579747104,0.6421386831643378,0.6727488773861571,1.5855512091087656,1.7249954260137093,0.6432239043582333,0.6740579097464895,1.597363606459966,1.7420401453401484,2326.609375
10,5,0.6331370650631539,0.6694811833532233,0.6300283713758799,0.6643397274770235,1.0405685751815963,1.181320075783433,0.6302254308456762,0.66512699189939,1.0399355705403523,1.1999897956848145,2281.946533203125
11,5,0.635712139919156,0.6702022244485372,0.6379749522154788,0.6726359496846723,0.6946141595199233,0.7872968974866366,0.6401008324346681,0.6719877762657603,0.7060101569676008,0.8044784308620617,2231.49951171875
12,12,0.6177897941162706,0.6593037852259914,0.6138061959235395,0.6526489420370623,1.0282001155774876,1.2500663938704861,0.6143801730187213,0.6555353166383989,1.0361511480726122,1.2809974280270664,2189.30712890625
13,13,0.6225496607428351,0.6562001907654356,0.6212606774030147,0.6507958034008884,1.1644545124839734,1.440057777902156,0.6212315375291132,0.6519803912445689,1.1726088752427104,1.4953642370598168,2144.40380859375
14,13,0.6333580804171373,0.6667593626314373,0.6335609407117911,0.6637331595261131,1.2669977119060163,1.454283267117003,0.6337834444825455,0.6661583601572867,1.2806890908797752,1.499120649538542,2108.70703125
15,13,0.6442136176410211,0.6748862816956624,0.6386275461094485,0.6678727383248544,1.1290666559553113,1.3171236988460049,0.6482721211423668,0.6757531071964064,2.7501303320912123,1.757860650856529,2069.7265625
16,13,0.624153255021439,0.6595785432455072,0.6304839967505953,0.6631893278879412,0.9447443809835552,1.0761843212483602,0.6314182512322297,0.6638521195598767,0.9517335615296295,1.1332639455795288,2039.9432373046875
17,13,0.6300078704510655,0.6658343518749948,0.6277341576986569,0.6625636473797155,1.2639026996726292,1.3862673300875432,0.6284697701569039,0.6633299284004138,1.2827300014844782,1.4322187718021813,2004.299072265625
18,18,0.608855313637614,0.6489420872555965,0.6057974863686791,0.647671967031853,1.168966454829703,1.3326448139391447,0.6071282372349485,0.6472948897968639,1.1658752627314963,1.3455669839986775,1969.609375
19,19,0.6071189805443991,0.6482819464218104,0.6071757025774202,0.645372658825377,0.968584675266613,1.179636110529375,0.608536121113959,0.6472354000835328,0.9733923003661658,1.2422700766741375,1932.5406494140625
20,20,0.608048113289115,0.6463599153682946,0.6071946498588078,0.6436243995525049,1.0844488491437645,1.2382501489237736,0.6085048293551913,0.6451299102112437,1.0893935116942124,1.2623083979319156,1896.962158203125
21,20,0.6269975755497349,0.6654395586565921,0.6323159363808499,0.6664337755390332,1.1413171365839423,1.298001016726334,0.634811276295146,0.6712199010347065,1.1587950632163764,1.3704338883669183,1870.6453857421875
22,20,0.6088139084688867,0.6486862125008871,0.6051687682062975,0.6467619110522658,1.1457130324106994,1.248478239803223,0.6056363954343544,0.6465345079248602,1.1418863334121034,1.252983007134433,1855.080810546875
23,23,0.6034136413253381,0.6430185508499876,0.6015232051033451,0.6425321649706535,1.0424909112741783,1.1464868846692537,0.6019426823143835,0.6420040926294464,1.0405538800097498,1.1529165010132858,1822.828125
24,23,0.6237048731263162,0.6661881499313281,0.6164661175169778,0.658831318314566,1.3658609230236816,1.4644742012023926,0.6174825906158768,0.6612369706185811,1.3737468081093878,1.4795186553845565,1791.26806640625
25,23,0.6050628769295775,0.646466832126727,0.6063531805073232,0.6474678017305986,0.8967204512256034,1.0832732807506213,0.6090736357297374,0.6500710311688875,0.9050577853603413,1.1227204565796556,1766.43408203125
26,23,0.6200205517101243,0.6546160339168384,0.6146717774496987,0.6503141719188417,1.230399867706045,1.3356125645660328,0.6156789605366586,0.6514473628769651,1.2559864618455918,1.3598173714140385,1743.9677734375
27,23,0.6162669792342962,0.6535298715938221,0.6203689761415574,0.6568555669351057,1.0505416668574468,1.226057954382098,0.6205385241097242,0.6548260250730378,1.0442604087372804,1.2374076489626507,1734.633544921875
28,23,0.6072489498105687,0.6483250633951579,0.6020172175119993,0.6451195310177416,1.341149101959155,1.4311105309490952,0.6026647549523512,0.6433104727256811,1.3383667776465105,1.4377119849173077,1706.6702880859375
29,23,0.6320340330625096,0.6718509305607189,0.6314823826295686,0.6727682771294882,1.1967280427926394,1.2816390745947805,0.6326621444442262,0.6701250920455422,1.2112060097623931,1.3090983372555964,1681.1763916015625
30,23,0.6063803578391724,0.648080972107974,0.5986502908221558,0.6413950432430614,1.3734076614191821,1.4820455272802326,0.5992842232934594,0.6408365209136854,1.3727577663311967,1.4973272376083302,1675.47802734375
31,23,0.6155862800863696,0.6537931396060013,0.6109090433406218,0.651977032850804,1.2116734176612178,1.2709057770277326,0.6110583446772995,0.6495450461310063,1.22188926555958,1.2944977403257452,1648.748779296875
32,23,0.6159906958734997,0.6510492104092284,0.6163163385925964,0.6508165846030678,1.0167974863660736,1.1835036340512728,0.6177919853835356,0.6497658185981677,1.0317413030596294,1.2124572610170647,1622.6922607421875
33,23,0.6137927868893606,0.6545593635887621,0.6131669295375096,0.6508557662439118,1.224073588664018,1.3896150326614745,0.6119990214000945,0.6513703342830165,1.2274431752660093,1.3986430761346407,1606.8685302734375
34,23,0.6037501631736982,0.6469574570655823,0.6001097347651958,0.6396388668192631,1.2471856209069994,1.4574345190559277,0.6001626421080317,0.6419149386255365,1.2464315112964306,1.4754993117026736,1588.4547119140625
35,35,0.6035175632767735,0.6418302726517454,0.6008339444045698,0.6402958389104269,1.107700165475341,1.2475852298964725,0.6017396623730291,0.6404042064288016,1.127657275325642,1.2680145701723236,1561.98095703125
36,35,0.6165690701600915,0.655705102893154,0.618168138762386,0.6576533086562271,1.1215913442173036,1.214766591929933,0.6200004011272223,0.6590427040483393,1.133704560135515,1.2366958360352585,1540.211181640625
37,35,0.6152293851183553,0.6555354347069298,0.614843487626273,0.6511321800747557,1.0293792431528423,1.2167106729945498,0.6161503172538206,0.6541649488170752,1.0314742416801914,1.224115325503372,1546.50244140625
38,35,,,,,,,,,,,
39,35,,,,,,,,,,,
40,35,,,,,,,,,,,
41,35,,,,,,,,,,,
42,35,,,,,,,,,,,
43,35,,,,,,,,,,,
44,35,,,,,,,,,,,
45,35,,,,,,,,,,,
46,35,,,,,,,,,,,
47,35,,,,,,,,,,,
48,35,,,,,,,,,,,
49,35,,,,,,,,,,,
50,35,,,,,,,,,,,
51,35,,,,,,,,,,,
52,35,,,,,,,,,,,
53,35,,,,,,,,,,,
54,35,,,,,,,,,,,
55,35,,,,,,,,,,,
56,35,,,,,,,,,,,
57,35,,,,,,,,,,,
58,35,,,,,,,,,,,
59,35,,,,,,,,,,,
